person,Frecuencia
a3ceb5b9,Nunca
a3d262fe,Frecuente
a3d2dc66,Nunca
a3d3ef97,Nunca
a3d47626,Nunca
a3d4d264,Nunca
a3db5827,Nunca
a3e01fff,Nunca
a3e172c7,Nunca
a3e84613,Nunca
a3ea421e,Nunca
a3eadf60,Nunca
a3eb4af5,Nunca
a3ec064b,Nunca
a3eff957,Nunca
a3eff99d,Nunca
a3f18585,Nunca
a3f2a098,Frecuente
a3f5d158,Nunca
a3f60054,Nunca
a3f9efdc,Nunca
a3faa0e5,Esporadico
a3fc536c,Nunca
a3fc70c1,Nunca
a3fddd60,Nunca
a3fe783c,Nunca
a404caa8,Nunca
a4058849,Nunca
a40733f9,Nunca
a408c38e,Nunca
a40ab19e,Nunca
a40b4424,Nunca
a40c2ce2,Frecuente
a40e69b1,Nunca
a40f45e9,Nunca
a40fca23,Nunca
a40fd2fa,Nunca
a410eb8b,Nunca
a4113a6c,Nunca
a4147278,Nunca
a414d4dc,Esporadico
a4151033,Nunca
a4166af0,Nunca
a4178891,Frecuente
a4227157,Nunca
a4227fbc,Nunca
a4271e2e,Nunca
a429fc48,Nunca
a42d84f2,Casi nunca
a42dc443,Nunca
a436312c,Nunca
a436658d,Nunca
a43731aa,Nunca
a43b8c47,Nunca
a43cecef,Nunca
a43df526,Nunca
a43e845e,Nunca
a43eb34c,Nunca
a43fb1de,Nunca
a4407ce1,Frecuente
a445ad58,Nunca
a44654c9,Nunca
a44c5d53,Nunca
a44d08bd,Nunca
a44d7911,Esporadico
a44dbe5c,Nunca
a44eae7f,Casi nunca
a44ebf05,Nunca
a4505d78,Nunca
a45098c4,Nunca
a457c5c2,Nunca
a457edd1,Nunca
a45c2ccf,Nunca
a45db1b8,Nunca
a45e9f0f,Nunca
a45ffa3c,Nunca
a4635685,Nunca
a464de9c,Nunca
a46607b4,Nunca
a4665055,Nunca
a466cecf,Nunca
a46d7f7e,Nunca
a4733191,Nunca
a475d538,Nunca
a476e563,Nunca
a4776a91,Nunca
a47995d2,Nunca
a47aab5f,Nunca
a47ab63d,Nunca
a47cd238,Nunca
a47d9f5b,Nunca
a4845a68,Nunca
a4849692,Nunca
a484c359,Nunca
a488df04,Nunca
a489e61b,Nunca
a48a2bb3,Nunca
a48b8201,Nunca
a48e4879,Nunca
a48f93d0,Nunca
a49855e3,Nunca
a49873b8,Nunca
a49c526e,Esporadico
a4a22736,Nunca
a4a373a4,Nunca
a4a41f61,Nunca
a4a5a16f,Nunca
a4a5a978,Nunca
a4a5f728,Nunca
a4a7c2a7,Nunca
a4a843e9,Nunca
a4a8b4f0,Esporadico
a4aa59fd,Esporadico
a4b4369f,Nunca
a4b69bd8,Nunca
a4b6d276,Nunca
a4bc2d95,Nunca
a4bc73b0,Nunca
a4bfba53,Nunca
a4c1c28e,Nunca
a4c38031,Nunca
a4c4021a,Nunca
a4c61ab4,Frecuente
a4c74aa1,Nunca
a4c8dfd4,Nunca
a4ca33ff,Nunca
a4ca804e,Nunca
a4cadfc4,Nunca
a4cd7205,Nunca
a4cd9d8b,Nunca
a4ce91b1,Nunca
a4cf7907,Nunca
a4cffde0,Nunca
a4d1412c,Frecuente
a4d4108a,Nunca
a4d52c10,Nunca
a4d6a0c4,Nunca
a4dc6fdf,Nunca
a4ddc672,Nunca
a4e1623d,Nunca
a4e3e0ba,Nunca
a4e40324,Nunca
a4e4fb86,Nunca
a4e669d3,Frecuente
a4ea3774,Nunca
a4eaaf57,Nunca
a4f28212,Nunca
a4f4207d,Nunca
a4f586da,Nunca
a4f76367,Nunca
a4f98f90,Nunca
a4fdb3cb,Nunca
a4ffc04c,Nunca
a5035625,Nunca
a503c179,Casi nunca
a506ce14,Nunca
a50a535d,Nunca
a50abb9f,Esporadico
a50bbd67,Nunca
a50c5411,Nunca
a5100084,Nunca
a5117709,Nunca
a515878a,Frecuente
a5165f58,Nunca
a5175d79,Nunca
a517eda5,Nunca
a5188b8a,Nunca
a51ac94e,Nunca
a51c50eb,Nunca
a51fc8a6,Nunca
a51fdb83,Nunca
a5203344,Nunca
a528cb25,Nunca
a52bb6f2,Nunca
a52c1edc,Nunca
a52f6a6d,Esporadico
a5308c23,Nunca
a5310a83,Nunca
a532a985,Esporadico
a532ebfc,Nunca
a534b04b,Frecuente
a534ce56,Nunca
a535ae46,Nunca
a5387dcc,Nunca
a5390239,Nunca
a53a1a30,Nunca
a53c4542,Nunca
a53dd5ef,Nunca
a53f5640,Nunca
a54034c2,Nunca
a5414650,Nunca
a541a4d1,Nunca
a541ff76,Nunca
a542089e,Nunca
a547ec1c,Nunca
a54f1153,Casi nunca
a54f2a14,Nunca
a54fc80c,Nunca
a5500448,Nunca
a5511154,Nunca
a5555c86,Esporadico
a555ae72,Nunca
a5582b75,Nunca
a55a60f2,Nunca
a55cc2f8,Nunca
a55f7863,Nunca
a55fd081,Frecuente
a564e51c,Casi nunca
a566ef99,Nunca
a56909fa,Nunca
a5697a70,Esporadico
a56af0fd,Nunca
a56c1aee,Nunca
a56ccb13,Nunca
a5763e40,Nunca
a57ddc50,Nunca
a583a0d8,Nunca
a584057d,Nunca
a5874192,Nunca
a5889bf5,Nunca
a589477e,Nunca
a58adb8e,Nunca
a58c4ad8,Nunca
a58c704b,Nunca
a58d3e98,Nunca
a58d544d,Esporadico
a58fb108,Nunca
a5910860,Nunca
a5948859,Nunca
a5949369,Nunca
a59b73f6,Nunca
a5a17e5e,Nunca
a5a2f65e,Nunca
a5a583e7,Nunca
a5a62af0,Nunca
a5a76192,Nunca
a5aafc84,Nunca
a5ab3141,Nunca
a5b0fcb4,Nunca
a5b15d0d,Frecuente
a5b394bf,Nunca
a5b69366,Nunca
a5b6be3b,Nunca
a5bc8aa1,Nunca
a5bf3ed9,Nunca
a5c0ae40,Nunca
a5c58b33,Nunca
a5c6b5db,Nunca
a5c7da84,Nunca
a5cc7025,Nunca
a5ceb79b,Nunca
a5cfda4b,Nunca
a5d31df5,Nunca
a5d3c172,Esporadico
a5d4d89e,Nunca
a5d74579,Nunca
a5d79b5d,Frecuente
a5d7faf0,Nunca
a5d85904,Nunca
a5d91322,Nunca
a5dcb933,Nunca
a5e156c5,Nunca
a5e2b066,Nunca
a5e35cff,Nunca
a5e456ab,Nunca
a5e522e9,Nunca
a5e8aea9,Nunca
a5e95220,Nunca
a5ee7ba5,Casi nunca
a5ef13fc,Nunca
a5f4babb,Nunca
a5f60a2e,Nunca
a5f9dbc3,Nunca
a5fca6b1,Nunca
a5fd44c8,Nunca
a6003d7f,Casi nunca
a6034d33,Nunca
a60697b9,Nunca
a606a718,Nunca
a608c50c,Nunca
a60aa33b,Nunca
a60e51fc,Nunca
a610107d,Nunca
a610918e,Nunca
a6109e55,Nunca
a612bf61,Nunca
a6158c50,Nunca
a61668fd,Nunca
a618c138,Frecuente
a6195518,Nunca
a61c2a20,Nunca
a620db0e,Nunca
a621a066,Nunca
a62325a3,Nunca
a6269249,Nunca
a62836b7,Nunca
a62d2f81,Nunca
a62de774,Nunca
a633351c,Nunca
a633fa9e,Nunca
a635706d,Nunca
a636a0f9,Nunca
a636adf2,Nunca
a63a10d6,Nunca
a63a69a1,Nunca
a63e4abe,Nunca
a63fcb38,Nunca
a6413bb2,Casi nunca
a641c21c,Nunca
a6491ae0,Nunca
a649c8f0,Nunca
a64abb1f,Nunca
a64cb4e4,Nunca
a6538d3e,Nunca
a6561f11,Frecuente
a6565b86,Nunca
a661893e,Nunca
a6645c04,Nunca
a667213a,Nunca
a66d3b28,Nunca
a66e8424,Esporadico
a670f63b,Esporadico
a67128aa,Nunca
a674cd5c,Nunca
a676b817,Nunca
a676ecbf,Nunca
a6781a60,Nunca
a6787c12,Nunca
a67a3ce7,Nunca
a67a7735,Nunca
a67a779c,Nunca
a67f752f,Nunca
a680639a,Nunca
a681ff79,Nunca
a68512f8,Nunca
a687335c,Nunca
a6896353,Nunca
a689d2c5,Nunca
a68ce54e,Nunca
a69299ac,Nunca
a6940b24,Nunca
a694ac18,Frecuente
a695142e,Nunca
a695b1c7,Nunca
a695db72,Nunca
a6993f35,Nunca
a69989df,Nunca
a69ac1bf,Nunca
a69bd60e,Nunca
a6a12cca,Nunca
a6a168e1,Nunca
a6a517d3,Frecuente
a6a56e70,Nunca
a6a5e27b,Nunca
a6a75c80,Nunca
a6a85158,Esporadico
a6b026ac,Nunca
a6b197d5,Nunca
a6b22ea3,Nunca
a6b5234b,Nunca
a6b689f5,Nunca
a6b6d933,Nunca
a6b74969,Nunca
a6b8a074,Nunca
a6bbee3d,Esporadico
a6bdd8a8,Nunca
a6c10032,Nunca
a6c173f9,Nunca
a6c21414,Nunca
a6c325ef,Nunca
a6c3b99b,Nunca
a6c3e9cf,Nunca
a6c5b8de,Nunca
a6c7358d,Nunca
a6c7fc73,Nunca
a6cd7443,Nunca
a6cdd833,Nunca
a6d0fd37,Nunca
a6d50b2f,Nunca
a6d5a35e,Nunca
a6d6d38c,Nunca
a6da2dfe,Nunca
a6db2d1d,Nunca
a6df5c41,Nunca
a6df8e5f,Casi nunca
a6dff8f0,Nunca
a6e1b6a0,Nunca
a6e23783,Nunca
a6e359b9,Nunca
a6e4a009,Nunca
a6e8faa5,Nunca
a6e9b7e7,Nunca
a6ea73b0,Nunca
a6ed1ed9,Nunca
a6eda059,Nunca
a6f48b1d,Nunca
a6f4bd02,Nunca
a6f50b47,Nunca
a6f89e2a,Nunca
a6f8fcef,Nunca
a6fa914f,Nunca
a6fb3bd5,Nunca
a6fcd8d8,Esporadico
a6fda359,Nunca
a6fe90e7,Nunca
a6ffc21d,Nunca
a7010214,Nunca
a7023ea8,Nunca
a7040e6d,Nunca
a7041569,Nunca
a705fcb8,Nunca
a708f6b7,Nunca
a70a7b25,Nunca
a70ade4f,Nunca
a70d25d9,Nunca
a70df448,Nunca
a710e610,Nunca
a719c386,Esporadico
a71cc4ef,Nunca
a71e9cfa,Nunca
a720d281,Nunca
a7245798,Nunca
a7255b6b,Nunca
a725c048,Nunca
a728acad,Nunca
a729362d,Nunca
a72a9832,Nunca
a72aacd5,Nunca
a72cb8c1,Nunca
a72cfe8a,Nunca
a732f425,Nunca
a7353c30,Nunca
a73c5cf9,Nunca
a73cbb7e,Nunca
a73eabbf,Casi nunca
a7424a1b,Nunca
a742d299,Nunca
a744bbb5,Nunca
a746a910,Nunca
a74a223f,Nunca
a74babe5,Nunca
a74e113b,Nunca
a7535a67,Nunca
a754c9f4,Nunca
a759b2e6,Nunca
a75b8fa8,Nunca
a75c6b02,Nunca
a75c7562,Nunca
a75d3ae3,Nunca
a75e57a0,Nunca
a75f0a1b,Nunca
a75f3d79,Nunca
a763c177,Nunca
a764cf60,Nunca
a765d12b,Nunca
a768026c,Nunca
a76a6c45,Nunca
a770ce82,Nunca
a7717ecc,Casi nunca
a774d541,Nunca
a775dcb0,Nunca
a779434c,Nunca
a77bfa11,Nunca
a77d4f7e,Nunca
a78024f1,Esporadico
a782115e,Nunca
a7898028,Nunca
a78b83c7,Nunca
a78fb463,Esporadico
a792d288,Frecuente
a79311f5,Casi nunca
a7937ad1,Nunca
a7939f24,Nunca
a7988a63,Nunca
a79c93c3,Nunca
a79e1357,Nunca
a79e6888,Nunca
a7a651a9,Nunca
a7a98ce3,Nunca
a7a9950b,Esporadico
a7aa5e57,Nunca
a7abb893,Nunca
a7ad5ec8,Nunca
a7af28fa,Nunca
a7afbf2d,Nunca
a7b0fe52,Frecuente
a7b2e1a2,Frecuente
a7b5325c,Esporadico
a7b53d26,Nunca
a7b6e286,Nunca
a7b84a12,Nunca
a7bb010f,Nunca
a7bc4d8f,Nunca
a7be42a7,Nunca
a7be4e52,Nunca
a7c39027,Nunca
a7c43a89,Nunca
a7c43e47,Nunca
a7c66876,Frecuente
a7c73a82,Nunca
a7c7fd70,Nunca
a7c7fdb2,Nunca
a7c86568,Nunca
a7c8edf9,Nunca
a7c97fbc,Nunca
a7c9a5e9,Nunca
a7ca6021,Nunca
a7ce7f63,Nunca
a7d3f098,Nunca
a7d4d2e0,Nunca
a7d5b730,Nunca
a7d64894,Esporadico
a7d8726f,Nunca
a7dc3ed1,Nunca
a7ddb294,Nunca
a7de8efc,Nunca
a7df861e,Nunca
a7e32284,Nunca
a7e4fea7,Nunca
a7ea1baa,Nunca
a7eb6f1b,Nunca
a7ec9a80,Nunca
a7eca590,Nunca
a7ed8d45,Nunca
a7ee5922,Nunca
a7ee80bb,Nunca
a7f3a0f4,Nunca
a7f3f10e,Nunca
a7f6eb2f,Frecuente
a7fa20b7,Nunca
a7fac7fe,Nunca
a7fc44cd,Nunca
a7fec2ea,Nunca
a7ffa917,Casi nunca
a8001ea5,Esporadico
a80118d7,Nunca
a80267a9,Nunca
a807cd06,Nunca
a80969fd,Nunca
a80b3c6a,Nunca
a80c0a63,Frecuente
a80d050a,Esporadico
a812b1a5,Nunca
a8178bcc,Nunca
a818faa3,Nunca
a81965c7,Nunca
a81d1380,Nunca
a81eff1b,Nunca
a820665d,Nunca
a820bdff,Nunca
a82396ed,Nunca
a82577d3,Nunca
a825f5dc,Nunca
a82a1dc4,Nunca
a82ca219,Nunca
a832f5d7,Nunca
a83856a2,Esporadico
a83d0196,Frecuente
a83f4a59,Esporadico
a83f7c60,Nunca
a8414a28,Nunca
a844e140,Casi nunca
a8454ba6,Nunca
a8455b08,Nunca
a84646aa,Esporadico
a848b4fa,Frecuente
a8492e11,Frecuente
a84d0518,Nunca
a84dbc5c,Nunca
a850af1c,Nunca
a857b0de,Casi nunca
a85a80fd,Nunca
a8611614,Nunca
a861af42,Nunca
a8660b50,Nunca
a869db41,Nunca
a86b2b18,Nunca
a86c7e9f,Nunca
a86e3e17,Nunca
a87215c7,Nunca
a873708a,Nunca
a8784c31,Nunca
a880d9cf,Nunca
a8828ef4,Nunca
a88a2df8,Nunca
a89072cc,Nunca
a891d2aa,Nunca
a8922195,Nunca
a894ab63,Nunca
a8954394,Nunca
a895de06,Nunca
a896b933,Nunca
a89c9cde,Nunca
a89e820a,Frecuente
a89e8bc5,Frecuente
a89f9c68,Nunca
a8a084ec,Nunca
a8a0dc6e,Nunca
a8a26a6e,Nunca
a8a317c4,Nunca
a8a31f81,Nunca
a8a5a7cb,Esporadico
a8ab388c,Nunca
a8ab701a,Nunca
a8ab727e,Nunca
a8abe721,Nunca
a8ac829f,Nunca
a8add4e4,Nunca
a8aebf2e,Nunca
a8b07cd4,Nunca
a8bb2d15,Casi nunca
a8bcc4ab,Frecuente
a8bdecf6,Nunca
a8be4096,Nunca
a8bf0971,Nunca
a8c3df7d,Nunca
a8c41901,Nunca
a8cee74e,Nunca
a8cf030b,Nunca
a8d01d7f,Casi nunca
a8d15fdb,Nunca
a8d17707,Nunca
a8d46c78,Esporadico
a8d4b618,Frecuente
a8d587a6,Nunca
a8d5b96e,Frecuente
a8d6bad3,Nunca
a8d8317c,Nunca
a8d86846,Nunca
a8d8fa51,Nunca
a8db39c9,Nunca
a8dc84ca,Nunca
a8e28d54,Nunca
a8e3adda,Frecuente
a8e5432a,Nunca
a8ebf629,Nunca
a8ec142a,Nunca
a8ecc05c,Nunca
a8ece5ba,Esporadico
a8efc26a,Nunca
a8efd0c7,Nunca
a8f07ccf,Nunca
a8f245f4,Nunca
a8f4a874,Nunca
a8f67db9,Nunca
a8f70ec2,Nunca
a8f864e0,Nunca
a8fc586c,Nunca
a8feaa7b,Nunca
a900cc5a,Nunca
a9028801,Nunca
a9031558,Nunca
a9081942,Nunca
a90b45b7,Nunca
a90bb821,Nunca
a90ea81c,Nunca
a9110ba2,Nunca
a9120cfd,Nunca
a9131a66,Nunca
a91572d3,Frecuente
a915c893,Nunca
a919cebd,Nunca
a91ac77e,Nunca
a91db536,Nunca
a91dea87,Nunca
a9200053,Nunca
a9236ad7,Nunca
a9257da4,Nunca
a926920d,Nunca
a927b561,Nunca
a92a125f,Nunca
a92dc13e,Nunca
a92e7ad2,Nunca
a92fbd95,Nunca
a93002ab,Esporadico
a930b194,Nunca
a930cb14,Nunca
a931d4ff,Nunca
a931fe22,Nunca
a9338f98,Esporadico
a9342907,Nunca
a937984d,Nunca
a937ed89,Nunca
a93a4241,Nunca
a93b8b06,Nunca
a93ccfdb,Nunca
a93cd247,Nunca
a93d7ec0,Esporadico
a93fcaad,Nunca
a94058fe,Nunca
a9407996,Nunca
a9427fc9,Nunca
a944289b,Frecuente
a944525d,Nunca
a94494cd,Nunca
a945809a,Frecuente
a94795a0,Nunca
a94987d8,Nunca
a949986c,Nunca
a94c013d,Nunca
a94cb076,Nunca
a94df466,Nunca
a94e5652,Nunca
a9511c5e,Nunca
a9512c96,Nunca
a9561572,Nunca
a957e529,Nunca
a95b1c3d,Nunca
a95c1891,Nunca
a95e63b0,Nunca
a960449d,Nunca
a963515b,Esporadico
a9657691,Frecuente
a9685833,Nunca
a96e4d07,Nunca
a97104e8,Nunca
a9710785,Esporadico
a97ab84e,Nunca
a985f9b1,Nunca
a98e848f,Nunca
a98ff036,Nunca
a990af6f,Nunca
a990c250,Nunca
a9917475,Nunca
a991f3b1,Nunca
a99dbc22,Nunca
a99e2a45,Nunca
a99f2cc8,Nunca
a9a0fa77,Nunca
a9a22865,Nunca
a9a22937,Nunca
a9a595c3,Nunca
a9a78932,Nunca
a9a98842,Nunca
a9abe80d,Nunca
a9ae4186,Nunca
a9ae81d4,Nunca
a9b116f4,Nunca
a9b2fa1c,Nunca
a9b4cd73,Nunca
a9b4d080,Nunca
a9b741da,Nunca
a9ba5539,Esporadico
a9ba8959,Nunca
a9ba9180,Nunca
a9bc9139,Frecuente
a9bcc7ee,Nunca
a9be13be,Esporadico
a9bfc78f,Nunca
a9bfffba,Nunca
a9c02c42,Nunca
a9c50399,Nunca
a9c50f90,Nunca
a9c80230,Nunca
a9c807bd,Nunca
a9c9090c,Nunca
a9c9efeb,Esporadico
a9cb5b8a,Nunca
a9d27e85,Nunca
a9d65068,Nunca
a9dbe549,Nunca
a9dce872,Nunca
a9ddb413,Nunca
a9dee367,Nunca
a9e13bbc,Nunca
a9e31044,Casi nunca
a9e48242,Nunca
a9e6e0d7,Nunca
a9e84619,Esporadico
a9ea19b0,Nunca
a9edff65,Nunca
a9eeb58b,Nunca
a9f08ac1,Nunca
a9f727e9,Nunca
a9f889b5,Nunca
a9f97682,Nunca
a9fe9184,Nunca
aa0050ab,Nunca
aa01b571,Nunca
aa036c4f,Nunca
aa08816f,Nunca
aa0bed55,Nunca
aa0c4643,Nunca
aa129562,Nunca
aa160cbd,Nunca
aa1a188f,Nunca
aa1b0d82,Nunca
aa1e5509,Nunca
aa1edfc0,Nunca
aa1f2609,Nunca
aa1fca6b,Esporadico
aa22acc4,Nunca
aa22dbe8,Nunca
aa2483ab,Nunca
aa2484cc,Nunca
aa24c980,Nunca
aa297476,Casi nunca
aa2b1988,Nunca
aa2c0c83,Nunca
aa2c9178,Nunca
aa2cb01c,Nunca
aa361410,Nunca
aa37c3de,Nunca
aa38e28f,Nunca
aa3910a0,Nunca
aa39e7fb,Nunca
aa3c89e6,Nunca
aa4158ea,Nunca
aa42c12f,Nunca
aa431ef7,Nunca
aa436270,Frecuente
aa44d82b,Nunca
aa475895,Nunca
aa479ac0,Nunca
aa481566,Esporadico
aa4d7630,Nunca
aa50d8a8,Nunca
aa5593bc,Nunca
aa56ef4a,Nunca
aa57b638,Nunca
aa597367,Nunca
aa5a28ef,Esporadico
aa5c9cae,Nunca
aa5d21bb,Nunca
aa60438c,Nunca
aa671b3f,Casi nunca
aa6b512f,Nunca
aa6bf802,Nunca
aa6dffc2,Nunca
aa7040dd,Nunca
aa711c66,Nunca
aa722230,Nunca
aa74965a,Nunca
aa75a008,Nunca
aa75a7d5,Nunca
aa76c624,Nunca
aa7a1616,Nunca
aa7a9951,Nunca
aa7adeac,Nunca
aa7dd905,Casi nunca
aa7eae2f,Nunca
aa7f78a4,Nunca
aa81e142,Nunca
aa8350dd,Nunca
aa86a2b8,Nunca
aa86dd13,Nunca
aa88f4a6,Nunca
aa8be0ff,Nunca
aa8df327,Nunca
aa8e06b5,Nunca
aa8e9d86,Nunca
aa8ed736,Nunca
aa90492e,Nunca
aa9074f7,Nunca
aa956620,Nunca
aa967068,Nunca
aa975b12,Nunca
aa97ac01,Nunca
aa99e3f1,Esporadico
aa9b8e57,Nunca
aa9e2f0b,Nunca
aa9f91b5,Nunca
aa9fbc33,Nunca
aaa0bc0b,Nunca
aaa256d2,Nunca
aaa74437,Nunca
aaaa7576,Nunca
aaab7b80,Nunca
aaafd427,Nunca
aab5ed32,Nunca
aab81a0a,Nunca
aab90528,Nunca
aab91e52,Esporadico
aab943a0,Casi nunca
aabaaac3,Nunca
aabbd7d6,Nunca
aabe1d96,Nunca
aac1b3a4,Nunca
aac41478,Nunca
aac5aac9,Nunca
aac5d173,Nunca
aaca9484,Nunca
aacbed20,Nunca
aacd5367,Frecuente
aacea523,Nunca
aacfbe3e,Nunca
aad2a22f,Frecuente
aad46fa5,Nunca
aad5966d,Nunca
aad5ef69,Nunca
aad5f5ce,Nunca
aad6093b,Nunca
aad91678,Esporadico
aae010d6,Nunca
aae04963,Nunca
aae16d72,Casi nunca
aae1d3e3,Nunca
aae3206f,Nunca
aae588f0,Nunca
aae7e990,Nunca
aaed3445,Nunca
aaed7b2e,Nunca
aaeeaa93,Nunca
aaf05992,Nunca
aaf0fa6e,Nunca
aaf3d063,Casi nunca
aaf5184f,Nunca
aaf77692,Nunca
aaf7d7f3,Nunca
aaf99fdc,Nunca
aafabdfd,Nunca
aafb01b8,Frecuente
aafb63d6,Nunca
aafd98d5,Esporadico
aafe67e8,Nunca
ab00e6d7,Nunca
ab01462f,Nunca
ab016dd8,Nunca
ab03b578,Nunca
ab06efbc,Nunca
ab0733d5,Nunca
ab0bfea6,Nunca
ab0d584f,Nunca
ab147397,Nunca
ab18dc7e,Frecuente
ab1d27d0,Nunca
ab1e1e65,Nunca
ab20c2f4,Nunca
ab279c6c,Nunca
ab27be83,Nunca
ab29645d,Nunca
ab2e99aa,Esporadico
ab2f764b,Nunca
ab3130ae,Nunca
ab34fdd5,Nunca
ab35332c,Nunca
ab3f91bc,Nunca
ab45ac79,Nunca
ab4895f0,Nunca
ab48a8c4,Nunca
ab4c1b04,Nunca
ab4dc6b2,Nunca
ab4defae,Nunca
ab4fcd05,Nunca
ab534b6f,Nunca
ab5605d2,Frecuente
ab5719c3,Nunca
ab571b10,Frecuente
ab57238d,Nunca
ab5928b2,Nunca
ab5c5fe7,Frecuente
ab5eca09,Nunca
ab5f4946,Nunca
ab657cda,Frecuente
ab67eb79,Nunca
ab69da68,Esporadico
ab6cd7d4,Nunca
ab6ded14,Nunca
ab6e36fd,Nunca
ab6f19fe,Frecuente
ab76c6e8,Nunca
ab7712e0,Nunca
ab79959e,Nunca
ab7a1944,Nunca
ab7d95d2,Nunca
ab7f344c,Nunca
ab7ff968,Nunca
ab859066,Nunca
ab85f2bb,Nunca
ab8a2000,Nunca
ab8a88d4,Nunca
ab8b270d,Nunca
ab93c456,Nunca
ab98a21e,Frecuente
ab99ecf4,Casi nunca
ab9cce0e,Nunca
ab9ea2aa,Nunca
ab9f0cea,Nunca
ab9fd1f7,Nunca
aba03e5c,Nunca
aba2c525,Nunca
aba305b5,Nunca
aba3e484,Esporadico
aba4bf65,Nunca
aba62963,Nunca
aba8f263,Nunca
abaae2e3,Nunca
abaae76a,Nunca
abaaf261,Nunca
abad3bb8,Nunca
abb2d4d2,Nunca
abb4a7fd,Nunca
abb94de0,Nunca
abbcf44f,Nunca
abc01fe5,Nunca
abc0f1d7,Nunca
abc6a8c9,Nunca
abc6b126,Nunca
abc88f13,Nunca
abc9690a,Nunca
abca7fd8,Nunca
abcac6a0,Nunca
abcdf4ad,Nunca
abd02b05,Nunca
abd213f9,Nunca
abd4ded3,Esporadico
abd61dd4,Frecuente
abd8d080,Nunca
abd94f51,Nunca
abd962e7,Nunca
abd9fc11,Nunca
abda1535,Esporadico
abdacf0c,Nunca
abdf2f13,Nunca
abdf998f,Nunca
abe22884,Nunca
abe38822,Esporadico
abe7a2fb,Nunca
abe7dc01,Nunca
abe82559,Nunca
abe8384c,Nunca
abe89138,Nunca
abeb5425,Esporadico
abedd556,Nunca
abeea1ab,Nunca
abef45c3,Nunca
abf055a7,Casi nunca
abf0cf53,Nunca
abf1e6f0,Nunca
abf2466d,Nunca
abf25846,Nunca
abf5df47,Nunca
abf81db4,Nunca
abf84607,Nunca
abf91c38,Nunca
abf9bc9c,Nunca
abfbe712,Nunca
abffbb2f,Nunca
ac026227,Nunca
ac04df6c,Nunca
ac066f65,Nunca
ac0674b2,Nunca
ac091252,Nunca
ac0b8ef6,Nunca
ac102edc,Nunca
ac11651a,Nunca
ac1466df,Nunca
ac1514ed,Nunca
ac1583f1,Casi nunca
ac172da5,Nunca
ac172e7a,Esporadico
ac18b3fc,Nunca
ac19fca6,Nunca
ac201b9a,Nunca
ac22adba,Nunca
ac281798,Nunca
ac2ca825,Nunca
ac34389f,Nunca
ac358aa5,Nunca
ac3605c4,Nunca
ac362b62,Frecuente
ac39e899,Nunca
ac3c60c4,Nunca
ac3ed0b2,Nunca
ac3fa4ed,Nunca
ac410ea0,Nunca
ac43517c,Nunca
ac449b49,Nunca
ac44d20c,Nunca
ac461d4f,Nunca
ac462e39,Nunca
ac4a94ea,Nunca
ac50eb5a,Nunca
ac52c2ec,Nunca
ac542dab,Frecuente
ac550041,Nunca
ac559e29,Nunca
ac56c53c,Nunca
ac583f45,Frecuente
ac58f920,Casi nunca
ac59a6c4,Nunca
ac5a051b,Nunca
ac5b604e,Nunca
ac5c9090,Nunca
ac5d4f7c,Nunca
ac61d9c4,Nunca
ac63a347,Esporadico
ac647647,Nunca
ac695327,Nunca
ac69cee7,Esporadico
ac6b061f,Nunca
ac6c5ce2,Nunca
ac72063c,Frecuente
ac724b77,Nunca
ac72b7c0,Nunca
ac73425f,Esporadico
ac74708e,Nunca
ac76b63b,Nunca
ac7c4ab4,Nunca
ac7d9b5b,Nunca
ac7ef99d,Nunca
ac848481,Nunca
ac89253a,Nunca
ac8b8e74,Nunca
ac8f32bc,Nunca
ac8fe9fa,Nunca
ac91c968,Nunca
ac934286,Nunca
ac94390e,Nunca
ac953a6b,Nunca
ac96a0ae,Nunca
ac98ad98,Esporadico
ac997d7f,Nunca
ac9ad814,Nunca
ac9e1ec1,Nunca
aca097fd,Nunca
aca297e7,Nunca
aca2a89e,Nunca
aca39d99,Nunca
aca781f7,Nunca
aca95b2b,Nunca
acaa6b1f,Nunca
acab6e7f,Casi nunca
acac479d,Nunca
acaf5697,Esporadico
acaf5f23,Nunca
acafe76c,Nunca
acb27736,Nunca
acb5663f,Nunca
acb5b64e,Nunca
acb6e70c,Nunca
acb747bb,Nunca
acb9bc8f,Nunca
acba20cc,Nunca
acba9049,Nunca
acbbb6c7,Frecuente
acbddcd1,Nunca
acc0b59f,Nunca
acc4a6c8,Nunca
acc58828,Nunca
acc62f00,Nunca
accad07b,Nunca
accddf53,Nunca
acce34dc,Frecuente
accf390c,Nunca
acd07d2f,Nunca
acd112e2,Nunca
acd22026,Nunca
acd3b423,Nunca
acd3f852,Nunca
acd50176,Nunca
acd6db57,Esporadico
acd8e036,Nunca
acdaee7c,Nunca
acde1d16,Nunca
acdf8cdd,Nunca
ace31bb6,Nunca
ace4c152,Nunca
ace4c3c9,Nunca
ace4e6cc,Nunca
ace4f265,Nunca
ace863fb,Nunca
aceb9325,Nunca
acebe45d,Nunca
acecf519,Nunca
acf28c9c,Nunca
acf4b4a4,Nunca
acf598a2,Casi nunca
acf5dfc2,Esporadico
acf8a2ab,Nunca
acfb7558,Esporadico
acfe781e,Nunca
acfff3dd,Nunca
ad073d72,Nunca
ad07bb3d,Nunca
